LlaDA_ROUGE-1,LlaDA_ROUGE-2,LlaDA_ROUGE-L,LlaDA_BLEU-1,LlaDA_BLEU-2,LlaDA_BLEU-3,LlaDA_BLEU-4,LlaDA_BLEU,LlaDA_METEOR,LlaDA_BERTScore-F1,id
0.5894,0.3024,0.4831,0.3847,0.2588,0.1941,0.1494,0.1494,0.3893,0.3665,2064
0.1414,0.051,0.0909,0.0109,0.0037,0.0012,0.0007,0.0007,0.0314,-0.2579,2065
0.3099,0.0714,0.169,0.1375,0.0132,0.0061,0.0041,0.0041,0.164,0.0499,2066
0.342,0.1047,0.2176,0.2568,0.1155,0.0241,0.011,0.011,0.1939,-0.0613,2067
0.1818,0.0672,0.1157,0.061,0.0087,0.0045,0.0033,0.0033,0.1048,0.032,2068
0.2914,0.094,0.2384,0.1216,0.0422,0.011,0.0057,0.0057,0.1228,-0.0671,2069
0.5046,0.2685,0.3853,0.3339,0.2214,0.1588,0.1108,0.1108,0.3032,0.3651,2070
0.4503,0.1611,0.3046,0.2987,0.1536,0.068,0.0255,0.0255,0.2188,0.2451,2071
0.36,0.1351,0.2533,0.2262,0.1044,0.051,0.0201,0.0201,0.2548,0.2215,2072
0.4766,0.206,0.2894,0.2507,0.144,0.0853,0.044,0.044,0.215,0.2278,2073
0.2837,0.0288,0.2128,0.1951,0.0694,0.0182,0.0093,0.0093,0.2169,0.053,2074
0.3636,0.1485,0.2597,0.196,0.1238,0.0867,0.0589,0.0589,0.1933,0.1379,2075
0.5714,0.2771,0.4405,0.4477,0.3103,0.2268,0.1547,0.1547,0.3977,0.3617,2076
0.1778,0.015,0.1037,0.1341,0.0129,0.0059,0.004,0.004,0.1173,-0.1561,2077
0.4898,0.2483,0.2993,0.3478,0.1599,0.0914,0.0583,0.0583,0.2661,0.281,2078
0.1925,0.0216,0.1283,0.1647,0.0605,0.016,0.0083,0.0083,0.0993,-0.1579,2079
0.4766,0.1969,0.3047,0.2117,0.1284,0.0787,0.052,0.052,0.2363,0.2719,2080
0.2011,0.0642,0.1587,0.1405,0.0378,0.0114,0.0063,0.0063,0.0949,-0.0222,2081
0.3295,0.0575,0.1705,0.2791,0.0573,0.0158,0.0083,0.0083,0.1998,0.0763,2082
0.331,0.0979,0.2483,0.2564,0.1,0.0508,0.0205,0.0205,0.1988,0.1801,2083
0.5309,0.225,0.4198,0.3591,0.2191,0.1526,0.0971,0.0971,0.3159,0.4155,2084
0.44,0.1622,0.3333,0.2118,0.1004,0.0624,0.0233,0.0233,0.2434,0.3079,2085
0.3917,0.1092,0.2417,0.2002,0.0963,0.0546,0.0176,0.0176,0.1804,0.2087,2086
0.3134,0.1515,0.2388,0.1852,0.1076,0.0664,0.044,0.044,0.1867,0.1918,2087
0.4476,0.1538,0.3333,0.3664,0.205,0.1379,0.1043,0.1043,0.3287,0.2215,2088
0.284,0.125,0.2222,0.253,0.1611,0.1105,0.0772,0.0772,0.1615,0.1317,2089
0.4,0.1493,0.2,0.1619,0.0847,0.0401,0.0131,0.0131,0.1803,0.1737,2090
0.2239,0.0606,0.1343,0.1739,0.0715,0.0424,0.0184,0.0184,0.1716,0.0281,2091
0.3586,0.0839,0.2069,0.191,0.0807,0.0421,0.0172,0.0172,0.1981,0.1196,2092
0.314,0.1176,0.2645,0.1711,0.0827,0.021,0.0106,0.0106,0.1966,0.311,2093
0.449,0.1546,0.2755,0.2894,0.1209,0.053,0.0198,0.0198,0.2216,0.2521,2094
0.4699,0.1547,0.2842,0.3444,0.1967,0.076,0.0267,0.0267,0.2465,0.2695,2095
0.2342,0.0,0.1802,0.141,0.0135,0.0062,0.0042,0.0042,0.1503,0.0893,2096
0.3288,0.0645,0.2374,0.1823,0.059,0.0355,0.0233,0.0233,0.1414,0.0649,2097
0.1576,0.0,0.1333,0.1304,0.012,0.0054,0.0037,0.0037,0.1052,-0.1614,2098
0.3098,0.0678,0.1886,0.0963,0.0409,0.0084,0.0038,0.0038,0.1059,0.1032,2099
0.5207,0.2275,0.3787,0.4044,0.2665,0.1716,0.1162,0.1162,0.3003,0.3902,2100
0.3613,0.1699,0.2452,0.3117,0.1921,0.1253,0.0718,0.0718,0.2405,0.1756,2101
0.4051,0.1154,0.2405,0.2811,0.1207,0.0576,0.0225,0.0225,0.2196,0.1188,2102
0.3383,0.1206,0.2488,0.2625,0.1438,0.0744,0.0451,0.0451,0.1985,0.1305,2103
0.5475,0.3164,0.4581,0.4303,0.3141,0.246,0.1935,0.1935,0.4026,0.4291,2104
0.4868,0.2032,0.3386,0.3693,0.1858,0.1029,0.0694,0.0694,0.2504,0.2515,2105
0.491,0.2061,0.4192,0.4138,0.2501,0.1727,0.1251,0.1251,0.3568,0.4081,2106
0.5502,0.2555,0.4017,0.3043,0.1856,0.0957,0.0488,0.0488,0.3031,0.4161,2107
0.4455,0.14,0.2673,0.2747,0.1335,0.0551,0.0199,0.0199,0.1838,0.2454,2108
0.45,0.2405,0.375,0.3783,0.2596,0.1956,0.1516,0.1516,0.3281,0.2043,2109
0.3121,0.0819,0.2081,0.25,0.1072,0.0511,0.0199,0.0199,0.1788,0.0402,2110
0.1829,0.0494,0.1463,0.0663,0.0285,0.008,0.0043,0.0043,0.0758,-0.2369,2111
0.4175,0.2059,0.301,0.3231,0.2167,0.1628,0.1339,0.1339,0.2986,0.2242,2112
0.3865,0.1073,0.2222,0.2898,0.1414,0.0704,0.0419,0.0419,0.2143,0.111,2113
0.481,0.2179,0.3797,0.3835,0.219,0.1265,0.0413,0.0413,0.2851,0.3658,2114
0.3134,0.0455,0.1642,0.2278,0.0764,0.0423,0.0178,0.0178,0.2229,0.1231,2115
0.5031,0.236,0.3681,0.3598,0.2128,0.1425,0.103,0.103,0.2558,0.3591,2116
0.3551,0.1524,0.243,0.1951,0.1097,0.067,0.0442,0.0442,0.3157,0.323,2117
0.2735,0.1913,0.2051,0.1176,0.0917,0.0797,0.0705,0.0705,0.2435,0.0873,2118
0.3905,0.1442,0.2667,0.3034,0.1593,0.0984,0.0548,0.0548,0.2025,0.1884,2119
0.3562,0.125,0.2603,0.2469,0.1111,0.025,0.0119,0.0119,0.2422,0.1839,2120
0.3729,0.1257,0.2938,0.3292,0.1739,0.1121,0.084,0.084,0.2032,0.1769,2121
0.3504,0.0593,0.2336,0.2651,0.0985,0.0229,0.0111,0.0111,0.2586,0.114,2122
0.4811,0.2,0.3113,0.3421,0.2139,0.1366,0.0673,0.0673,0.2571,0.3017,2123
0.3535,0.1224,0.2626,0.2277,0.0916,0.0428,0.0165,0.0165,0.1649,0.2044,2124
0.3243,0.1284,0.1982,0.169,0.0851,0.0472,0.0198,0.0198,0.2954,0.0176,2125
0.4276,0.1678,0.2759,0.3108,0.1726,0.1075,0.0769,0.0769,0.2897,0.2358,2126
0.365,0.1333,0.2628,0.2878,0.1761,0.099,0.0626,0.0626,0.2306,0.1708,2127
0.4842,0.234,0.3579,0.4215,0.2664,0.1691,0.1137,0.1137,0.3335,0.2885,2128
0.3259,0.1053,0.237,0.2262,0.1279,0.0843,0.062,0.062,0.2776,0.1734,2129
0.4459,0.274,0.3784,0.3023,0.2231,0.181,0.1495,0.1495,0.3924,0.3624,2130
0.3579,0.0957,0.2211,0.1977,0.0937,0.0215,0.0103,0.0103,0.1866,0.0993,2131
0.3571,0.1532,0.2946,0.1865,0.1216,0.0901,0.0691,0.0691,0.1816,0.2704,2132
0.3502,0.1395,0.2765,0.1949,0.0964,0.0504,0.0308,0.0308,0.162,0.2235,2133
0.3972,0.1727,0.2837,0.2706,0.1502,0.0648,0.024,0.024,0.2855,0.1378,2134
0.5205,0.1659,0.3014,0.3367,0.1713,0.098,0.0296,0.0296,0.2648,0.255,2135
0.4929,0.2105,0.3318,0.3471,0.2208,0.1629,0.1284,0.1284,0.2867,0.2885,2136
0.5217,0.1978,0.3261,0.3624,0.2077,0.1294,0.0902,0.0902,0.3167,0.4083,2137
0.4898,0.2062,0.2857,0.3631,0.2137,0.1103,0.034,0.034,0.2417,0.1747,2138
0.2655,0.1081,0.177,0.137,0.0617,0.0175,0.0094,0.0094,0.1692,0.0692,2139
0.4074,0.1402,0.2685,0.1876,0.0859,0.0366,0.0135,0.0135,0.1654,0.0816,2140
0.3836,0.1667,0.2877,0.2987,0.1881,0.1331,0.0989,0.0989,0.3117,0.232,2141
0.5584,0.2051,0.3959,0.4388,0.2425,0.1348,0.0847,0.0847,0.35,0.3593,2142
0.2688,0.1087,0.2043,0.1326,0.0772,0.0449,0.029,0.029,0.1331,-0.0722,2143
0.2881,0.1034,0.2034,0.1757,0.085,0.0465,0.0194,0.0194,0.2364,0.195,2144
0.5271,0.1953,0.3721,0.3155,0.1847,0.1056,0.0673,0.0673,0.2644,0.3549,2145
0.1475,0.0667,0.1311,0.0506,0.0081,0.0044,0.0032,0.0032,0.0888,0.0194,2146
0.254,0.0645,0.1746,0.1379,0.04,0.0124,0.0069,0.0069,0.2239,0.117,2147
0.4029,0.1168,0.2878,0.2159,0.0863,0.0205,0.01,0.01,0.2948,0.2832,2148
0.2407,0.0755,0.2037,0.1125,0.0377,0.0122,0.007,0.007,0.2362,0.1451,2149
0.6173,0.35,0.4815,0.5119,0.3599,0.2807,0.2286,0.2286,0.528,0.4584,2150
0.3875,0.1266,0.2375,0.2903,0.1486,0.0786,0.0271,0.0271,0.3159,0.2344,2151
0.3609,0.1374,0.2256,0.1957,0.1136,0.0659,0.0238,0.0238,0.3274,0.2653,2152
0.4686,0.104,0.3314,0.3295,0.1192,0.0249,0.0114,0.0114,0.1933,0.2346,2153
0.4971,0.1754,0.3468,0.4185,0.2496,0.1535,0.096,0.096,0.2856,0.309,2154
0.3436,0.0497,0.1963,0.2529,0.0939,0.047,0.0187,0.0187,0.1717,0.1499,2155
0.4424,0.214,0.3134,0.2918,0.193,0.1282,0.0766,0.0766,0.2442,0.2322,2156
0.3317,0.1084,0.2439,0.1497,0.0502,0.0129,0.0066,0.0066,0.1138,0.1567,2157
0.4731,0.2238,0.3226,0.1943,0.1152,0.0738,0.0433,0.0433,0.2203,0.201,2158
0.4791,0.1839,0.3498,0.2108,0.1072,0.0541,0.0293,0.0293,0.2089,0.2852,2159
0.4454,0.1356,0.2857,0.2318,0.1212,0.087,0.068,0.068,0.2158,0.2396,2160
0.4293,0.1693,0.2827,0.3133,0.1978,0.115,0.0622,0.0622,0.1974,0.211,2161
0.3882,0.1071,0.2235,0.2614,0.0775,0.0191,0.0095,0.0095,0.2043,0.1878,2162
0.4538,0.178,0.2605,0.2744,0.163,0.0885,0.0462,0.0462,0.2037,0.186,2163
0.4683,0.224,0.2698,0.3015,0.2096,0.1383,0.0856,0.0856,0.2345,0.1975,2164
0.4352,0.1047,0.3005,0.3485,0.1568,0.0795,0.0268,0.0268,0.227,0.1512,2165
0.4607,0.1136,0.2809,0.3256,0.1384,0.077,0.0484,0.0484,0.2013,0.1968,2166
0.3871,0.1209,0.2028,0.2231,0.1004,0.0197,0.0088,0.0088,0.1735,0.0738,2167
0.3774,0.1274,0.3019,0.2869,0.1593,0.0992,0.0597,0.0597,0.2478,0.2262,2168
0.2149,0.0168,0.1322,0.1139,0.0121,0.0057,0.004,0.004,0.1511,0.0174,2169
0.1636,0.0599,0.1338,0.025,0.0117,0.0029,0.0015,0.0015,0.0521,-0.0806,2170
0.4647,0.2008,0.2988,0.2606,0.1611,0.085,0.0246,0.0246,0.1951,0.2467,2171
0.2632,0.0745,0.1895,0.1684,0.0423,0.0124,0.0068,0.0068,0.0978,0.0503,2172
0.5301,0.2561,0.3976,0.4419,0.2698,0.163,0.1011,0.1011,0.412,0.3268,2173
0.4,0.183,0.3613,0.3562,0.2224,0.1407,0.0794,0.0794,0.2346,0.283,2174
0.3889,0.1589,0.2407,0.2105,0.1298,0.0969,0.0707,0.0707,0.2151,0.2575,2175
0.2923,0.1406,0.2154,0.1444,0.0987,0.0692,0.0442,0.0442,0.2413,0.3307,2176
0.426,0.1677,0.2604,0.3256,0.1751,0.1134,0.077,0.077,0.2483,0.0961,2177
0.3681,0.0994,0.2699,0.3023,0.1578,0.0962,0.068,0.068,0.2357,0.1074,2178
0.3071,0.0837,0.1992,0.1556,0.0818,0.0545,0.0355,0.0355,0.1642,0.1212,2179
0.3077,0.0779,0.2179,0.2683,0.0997,0.0499,0.0199,0.0199,0.2146,-0.0364,2180
0.3898,0.1538,0.2458,0.2027,0.1317,0.0929,0.0728,0.0728,0.1871,0.1839,2181
0.4,0.183,0.2968,0.3289,0.1987,0.1022,0.0348,0.0348,0.246,0.2605,2182
0.3288,0.1389,0.2055,0.2254,0.139,0.0824,0.0536,0.0536,0.1599,0.0529,2183
0.3583,0.1176,0.2333,0.1656,0.0608,0.0276,0.0105,0.0105,0.1466,0.1333,2184
0.2379,0.0622,0.1674,0.1495,0.0701,0.0403,0.0145,0.0145,0.1064,-0.0647,2185
0.3053,0.1596,0.2316,0.2658,0.1773,0.1337,0.1013,0.1013,0.2044,0.09,2186
0.5605,0.3613,0.4713,0.3222,0.233,0.1547,0.1063,0.1063,0.4864,0.4219,2187
0.3854,0.1684,0.3021,0.3298,0.2228,0.1864,0.1673,0.1673,0.2763,0.1125,2188
0.3758,0.0736,0.2424,0.2747,0.0957,0.0218,0.0104,0.0104,0.2142,0.241,2189
0.4271,0.1579,0.2917,0.329,0.185,0.0897,0.0296,0.0296,0.259,0.3152,2190
0.3815,0.1548,0.2338,0.1019,0.0543,0.0264,0.0079,0.0079,0.1486,0.1671,2191
0.4596,0.1384,0.2857,0.358,0.1892,0.1108,0.0768,0.0768,0.2325,0.1788,2192
0.2297,0.0274,0.1486,0.1264,0.0383,0.012,0.0067,0.0067,0.1295,0.1532,2193
0.3759,0.0985,0.2331,0.1387,0.0624,0.0112,0.0047,0.0047,0.1464,0.2087,2194
0.4382,0.2491,0.3463,0.1235,0.0898,0.0684,0.0512,0.0512,0.1959,0.323,2195
0.3333,0.0909,0.2523,0.1778,0.0785,0.0163,0.0074,0.0074,0.148,0.1976,2196
0.4577,0.1307,0.2488,0.2857,0.1154,0.0232,0.0105,0.0105,0.1871,0.1751,2197
0.252,0.144,0.2362,0.197,0.1348,0.1044,0.0775,0.0775,0.1819,-0.1309,2198
0.4059,0.1933,0.2952,0.1925,0.1155,0.0663,0.0337,0.0337,0.1861,0.2497,2199
0.3316,0.0973,0.2139,0.2548,0.1384,0.0746,0.026,0.026,0.1986,0.1741,2200
0.3265,0.0276,0.1497,0.1684,0.0423,0.0124,0.0068,0.0068,0.2182,0.1076,2201
0.4387,0.1569,0.2452,0.3117,0.1569,0.0869,0.0307,0.0307,0.287,0.3133,2202
0.4407,0.1143,0.2825,0.2861,0.1109,0.0237,0.011,0.011,0.2127,0.1773,2203
0.2097,0.0569,0.1371,0.0774,0.0195,0.0057,0.0031,0.0031,0.0597,-0.2211,2204
0.4263,0.2397,0.3448,0.108,0.0776,0.0629,0.0535,0.0535,0.2183,0.3363,2205
0.4414,0.1678,0.2897,0.2556,0.1313,0.0732,0.0461,0.0461,0.3162,0.2607,2206
0.4643,0.241,0.3214,0.3596,0.2476,0.1917,0.16,0.16,0.3366,0.2249,2207
0.3379,0.1198,0.2192,0.1337,0.0778,0.0498,0.0336,0.0336,0.1416,0.0893,2208
0.4574,0.1991,0.3318,0.2788,0.1677,0.1102,0.0726,0.0726,0.2514,0.1543,2209
0.4131,0.1137,0.2817,0.2967,0.1253,0.0654,0.0224,0.0224,0.2238,0.2076,2210
0.4541,0.2295,0.3459,0.343,0.2362,0.1766,0.1384,0.1384,0.2888,0.3548,2211
0.369,0.1325,0.2143,0.3121,0.1539,0.0847,0.053,0.053,0.2344,0.1813,2212
0.4762,0.1925,0.2646,0.3567,0.1842,0.032,0.0134,0.0134,0.2429,0.2818,2213
0.4025,0.1401,0.3019,0.2386,0.1386,0.0963,0.0749,0.0749,0.2384,0.2493,2214
0.5876,0.24,0.4181,0.4286,0.2673,0.1859,0.1307,0.1307,0.484,0.4251,2215
0.3315,0.0894,0.2431,0.2461,0.1056,0.0234,0.011,0.011,0.1524,-0.01,2216
0.4783,0.1868,0.3478,0.3222,0.1702,0.0996,0.0326,0.0326,0.296,0.2257,2217
0.3439,0.1032,0.2293,0.2857,0.1437,0.0632,0.0236,0.0236,0.2827,0.1592,2218
0.3434,0.0612,0.1919,0.214,0.0761,0.0174,0.0084,0.0084,0.1369,0.0942,2219
0.3542,0.0737,0.2292,0.1733,0.0538,0.0135,0.0068,0.0068,0.1583,0.1495,2220
0.4419,0.1294,0.2791,0.2962,0.0959,0.0459,0.0179,0.0179,0.205,0.3141,2221
0.2137,0.062,0.1374,0.0899,0.0101,0.0049,0.0034,0.0034,0.1425,-0.0714,2222
0.4615,0.1762,0.3385,0.2754,0.16,0.1064,0.0823,0.0823,0.2628,0.2943,2223
0.3515,0.1227,0.2788,0.2581,0.1401,0.0756,0.0263,0.0263,0.2399,0.2084,2224
0.4552,0.2256,0.3209,0.2231,0.1405,0.0991,0.0685,0.0685,0.2441,0.2455,2225
0.4615,0.1444,0.2857,0.2563,0.1174,0.063,0.0219,0.0219,0.1764,0.3218,2226
0.2634,0.0664,0.1728,0.1346,0.0479,0.011,0.0053,0.0053,0.0917,0.0414,2227
0.4217,0.1951,0.2771,0.2564,0.129,0.076,0.0492,0.0492,0.212,0.2775,2228
0.3152,0.1209,0.25,0.2197,0.113,0.0722,0.0523,0.0523,0.1859,0.1175,2229
0.385,0.1405,0.246,0.2879,0.1763,0.1006,0.058,0.058,0.2075,0.1813,2230
0.2857,0.1132,0.1863,0.1748,0.1051,0.0242,0.0116,0.0116,0.1674,0.0264,2231
0.385,0.1043,0.2535,0.2452,0.1191,0.0709,0.0495,0.0495,0.1985,0.1077,2232
0.5258,0.1611,0.3286,0.3724,0.1892,0.0834,0.0263,0.0263,0.3041,0.2669,2233
0.4811,0.1714,0.3019,0.3089,0.13,0.0237,0.0102,0.0102,0.249,0.2543,2234
0.3681,0.0373,0.184,0.2051,0.0163,0.0071,0.0046,0.0046,0.1565,0.2319,2235
0.3724,0.1399,0.2759,0.1951,0.085,0.0208,0.0103,0.0103,0.2545,0.1946,2236
0.4486,0.1698,0.3178,0.3194,0.167,0.0905,0.0285,0.0285,0.2456,0.2675,2237
0.4366,0.3086,0.4071,0.0982,0.0817,0.0676,0.0556,0.0556,0.2493,0.3424,2238
0.3492,0.1342,0.2286,0.107,0.0629,0.0375,0.0256,0.0256,0.1274,0.2213,2239
0.3623,0.1765,0.2464,0.191,0.1318,0.0928,0.0552,0.0552,0.3283,0.2959,2240
0.4229,0.1778,0.2819,0.2452,0.1478,0.0995,0.0712,0.0712,0.1875,0.2455,2241
0.5146,0.2722,0.386,0.3996,0.2645,0.1758,0.1051,0.1051,0.3618,0.3602,2242
0.4459,0.1507,0.2297,0.25,0.1072,0.0511,0.0199,0.0199,0.2598,0.223,2243
0.5093,0.1887,0.3975,0.3452,0.158,0.0673,0.0248,0.0248,0.3019,0.267,2244
0.5185,0.2075,0.3704,0.255,0.1543,0.1019,0.0699,0.0699,0.2226,0.3769,2245
0.2256,0.0153,0.1353,0.1446,0.042,0.013,0.0072,0.0072,0.1775,-0.0702,2246
0.4327,0.1657,0.269,0.3085,0.1821,0.1217,0.0793,0.0793,0.2567,0.2732,2247
0.4277,0.1053,0.289,0.3329,0.1551,0.0958,0.0574,0.0574,0.2537,0.1193,2248
0.4881,0.241,0.3571,0.4074,0.267,0.1756,0.1365,0.1365,0.3538,0.4216,2249
0.4041,0.1152,0.228,0.2651,0.1334,0.0803,0.0475,0.0475,0.2614,0.251,2250
0.4121,0.1218,0.2915,0.2848,0.132,0.0536,0.0193,0.0193,0.2338,0.1727,2251
0.4258,0.1961,0.3097,0.3242,0.2065,0.1416,0.1036,0.1036,0.2831,0.0858,2252
0.0979,0.0142,0.0699,0.0391,0.0177,0.0063,0.0038,0.0038,0.0458,-0.3565,2253
0.4545,0.1835,0.3455,0.2925,0.1738,0.0944,0.0587,0.0587,0.2312,0.2731,2254
0.439,0.1182,0.3024,0.3228,0.1307,0.0248,0.0108,0.0108,0.2388,0.1923,2255
0.3134,0.1212,0.2388,0.2278,0.1209,0.0829,0.0523,0.0523,0.2474,0.0399,2256
0.355,0.1317,0.2249,0.3049,0.1503,0.0827,0.0291,0.0291,0.2203,0.128,2257
0.3468,0.0702,0.1618,0.2653,0.1046,0.0485,0.0186,0.0186,0.2492,0.1942,2258
0.4585,0.1912,0.3004,0.2424,0.1391,0.0921,0.0654,0.0654,0.2351,0.2224,2259
0.5238,0.2169,0.381,0.4048,0.2419,0.1289,0.0853,0.0853,0.3594,0.2999,2260
0.4153,0.1989,0.2951,0.3441,0.2369,0.177,0.1387,0.1387,0.2573,0.1843,2261
0.4854,0.1961,0.3495,0.347,0.204,0.1217,0.075,0.075,0.2446,0.2859,2262
0.3636,0.0973,0.246,0.2386,0.0694,0.0366,0.015,0.015,0.1629,0.065,2263
0.3648,0.1401,0.2013,0.2651,0.0985,0.0493,0.0197,0.0197,0.2211,0.1269,2264
0.5274,0.2513,0.4279,0.305,0.1928,0.1402,0.1035,0.1035,0.2906,0.3409,2265
0.5896,0.386,0.4971,0.4574,0.3576,0.2978,0.2525,0.2525,0.4929,0.4104,2266
0.3704,0.0749,0.1905,0.3222,0.1203,0.0254,0.0117,0.0117,0.1775,0.0829,2267
0.4492,0.1734,0.2708,0.1449,0.0775,0.0438,0.029,0.029,0.1788,0.2191,2268
0.4111,0.1348,0.2556,0.2472,0.1185,0.0686,0.044,0.044,0.2229,0.1854,2269
0.4286,0.1594,0.3143,0.2958,0.1592,0.1033,0.0635,0.0635,0.2789,0.2671,2270
0.5,0.3425,0.4189,0.3882,0.3115,0.2412,0.1924,0.1924,0.4701,0.3894,2271
0.4286,0.175,0.2422,0.1512,0.0861,0.0533,0.0258,0.0258,0.1878,0.2431,2272
0.3587,0.1429,0.2826,0.2861,0.1566,0.1021,0.0695,0.0695,0.199,0.1788,2273
0.3429,0.1304,0.2714,0.2195,0.1275,0.0848,0.0527,0.0527,0.2562,0.2084,2274
0.25,0.0141,0.1389,0.1446,0.0133,0.006,0.0041,0.0041,0.1518,0.0777,2275
0.3908,0.1158,0.2222,0.2501,0.1318,0.0822,0.0572,0.0572,0.2113,0.1678,2276
0.4478,0.3636,0.4179,0.2826,0.2492,0.213,0.1768,0.1768,0.503,0.4005,2277
0.3657,0.104,0.24,0.2792,0.1124,0.0525,0.0202,0.0202,0.1696,0.165,2278
0.426,0.2036,0.2722,0.3218,0.2029,0.1133,0.0363,0.0363,0.3008,0.245,2279
0.3961,0.1854,0.2802,0.2455,0.1448,0.0997,0.063,0.063,0.2109,0.225,2280
0.2059,0.0303,0.1765,0.1266,0.0527,0.0185,0.0111,0.0111,0.1217,-0.0967,2281
0.3468,0.093,0.1965,0.0996,0.048,0.017,0.0057,0.0057,0.1238,0.1205,2282
0.3556,0.2105,0.3259,0.2093,0.1313,0.0851,0.0522,0.0522,0.293,0.2461,2283
0.4248,0.1518,0.2832,0.275,0.1401,0.0828,0.0594,0.0594,0.1971,0.1622,2284
0.3964,0.0636,0.2252,0.2586,0.0879,0.018,0.0082,0.0082,0.1929,0.0864,2285
0.3644,0.0987,0.2044,0.2189,0.0984,0.0417,0.0153,0.0153,0.1611,0.1272,2286
0.3742,0.1558,0.2581,0.1114,0.0717,0.0474,0.0344,0.0344,0.175,0.1018,2287
0.4094,0.142,0.3041,0.2875,0.1596,0.1093,0.0845,0.0845,0.2651,0.105,2288
0.4353,0.1786,0.3176,0.3034,0.1661,0.0983,0.0324,0.0324,0.2508,0.3768,2289
0.4435,0.1097,0.251,0.1939,0.0832,0.0347,0.0126,0.0126,0.1841,0.173,2290
0.3043,0.0769,0.1739,0.2298,0.0731,0.0185,0.0093,0.0093,0.121,0.0776,2291
0.4641,0.2682,0.3425,0.4086,0.2905,0.2169,0.1615,0.1615,0.3817,0.3242,2292
0.3968,0.1774,0.2857,0.2289,0.1181,0.0556,0.0215,0.0215,0.3111,0.2852,2293
0.4167,0.1928,0.3333,0.358,0.2219,0.1232,0.0832,0.0832,0.2584,0.273,2294
0.4796,0.2283,0.3529,0.2857,0.1738,0.1147,0.0813,0.0813,0.261,0.3272,2295
0.3887,0.1566,0.2898,0.1524,0.0935,0.0682,0.0491,0.0491,0.1996,0.1822,2296
0.4951,0.2255,0.3592,0.379,0.2087,0.119,0.0758,0.0758,0.2641,0.3142,2297
0.5085,0.2308,0.3644,0.3484,0.2226,0.1503,0.109,0.109,0.269,0.2575,2298
0.1695,0.0172,0.1017,0.092,0.0327,0.0108,0.0062,0.0062,0.2139,0.1627,2299
0.3316,0.1152,0.2487,0.2356,0.1185,0.0751,0.0456,0.0456,0.1939,0.0584,2300
0.4663,0.178,0.3316,0.3895,0.2036,0.1212,0.0873,0.0873,0.2355,0.3312,2301
0.4113,0.1871,0.2979,0.2874,0.1828,0.1163,0.0782,0.0782,0.3276,0.3603,2302
0.381,0.0961,0.2511,0.1983,0.0968,0.0178,0.0076,0.0076,0.1554,0.1354,2303
0.2755,0.1134,0.2245,0.1663,0.0895,0.0639,0.0504,0.0504,0.1368,0.0694,2304
0.5068,0.3194,0.3973,0.3218,0.2447,0.1917,0.1431,0.1431,0.4531,0.2966,2305
0.1754,0.0179,0.1404,0.0595,0.0085,0.0044,0.0032,0.0032,0.21,0.0037,2306
0.3212,0.1185,0.219,0.1882,0.0947,0.0476,0.0191,0.0191,0.2522,0.2156,2307
0.4036,0.1697,0.2229,0.1314,0.0667,0.0227,0.0075,0.0075,0.1612,0.1253,2308
0.3662,0.1429,0.2676,0.2436,0.1258,0.0593,0.023,0.023,0.2363,0.3074,2309
0.318,0.0615,0.2018,0.1,0.041,0.0074,0.0032,0.0032,0.1206,0.0691,2310
0.3684,0.1667,0.2556,0.163,0.1056,0.0649,0.0326,0.0326,0.1831,0.1703,2311
0.2903,0.1311,0.2097,0.1446,0.042,0.013,0.0072,0.0072,0.241,0.1906,2312
0.4623,0.1238,0.2642,0.255,0.1131,0.0453,0.0162,0.0162,0.2368,0.0801,2313
0.5495,0.2778,0.4615,0.4578,0.2796,0.1796,0.1214,0.1214,0.357,0.4563,2314
0.4024,0.1852,0.3171,0.2688,0.1793,0.1414,0.1172,0.1172,0.3173,0.1621,2315
0.3891,0.1735,0.3077,0.2452,0.1571,0.1103,0.0725,0.0725,0.218,0.2118,2316
0.3506,0.0789,0.2078,0.2069,0.0981,0.0484,0.0192,0.0192,0.2079,0.2174,2317
0.433,0.2145,0.3162,0.168,0.1057,0.0664,0.0427,0.0427,0.1962,0.3092,2318
0.457,0.1867,0.2914,0.1869,0.0949,0.0466,0.014,0.014,0.1774,0.1985,2319
0.5171,0.2562,0.3902,0.3986,0.2508,0.1713,0.1226,0.1226,0.2945,0.4407,2320
0.5738,0.3058,0.4098,0.3724,0.2533,0.1706,0.1181,0.1181,0.3517,0.3361,2321
0.4045,0.1136,0.2584,0.3071,0.1169,0.0249,0.0115,0.0115,0.1855,0.1537,2322
0.5535,0.2548,0.4403,0.3953,0.2641,0.2091,0.1821,0.1821,0.4556,0.4336,2323
0.4416,0.1747,0.329,0.2537,0.1373,0.0729,0.0228,0.0228,0.2052,0.2521,2324
0.5027,0.1768,0.3279,0.4124,0.2232,0.1034,0.0334,0.0334,0.326,0.3244,2325
0.6161,0.3541,0.5024,0.4608,0.3487,0.2833,0.2429,0.2429,0.4233,0.46,2326
0.4088,0.1788,0.2762,0.3443,0.2208,0.1391,0.0881,0.0881,0.2746,0.2328,2327
0.4411,0.1686,0.2433,0.2321,0.1318,0.076,0.046,0.046,0.2224,0.26,2328
0.4706,0.2143,0.3176,0.335,0.2114,0.13,0.0724,0.0724,0.2531,0.3384,2329
0.4043,0.129,0.234,0.2355,0.104,0.0465,0.0176,0.0176,0.2053,0.1322,2330
